#Gi	CloneName	Stdn	Chrom	Phase	CloneState	GCenter	Accession	SeqLen	LibAbbr
28951170	RP11-473I1	Y	16	3	fin	JGI	AC087190.5	159712	RP11
14091908	CTD-2010N6	Y	18	0	zer	WIBR	AC087193.2	58643	CTD
18483496	CTD-2059F11	Y	17	0	zer	WIBR	AC087194.3	56562	CTD
11693370	RP11-69L10	Y	4	0	zer	WIBR	AC087195.1	64524	RP11
11693371	CTD-2250F7	Y	4	0	zer	WIBR	AC087196.1	21461	CTD
11693375	RP11-732N23	Y		0	zer	WIBR	AC087197.1	56917	RP11
11693380	RP11-58O3	Y	8	0	zer	WIBR	AC087198.1	25837	RP11
11693381	RP11-269A14	Y	8	0	zer	WIBR	AC087199.1	19365	RP11
11693382	RP11-10B2	Y	8	0	zer	WIBR	AC087200.1	68678	RP11
22123611	RP11-241P12	Y	8	2	top	WIBR	AC087201.2	168711	RP11
17998709	RP11-350A21	Y	8	2	can	WIBR	AC087202.3	160607	RP11
29150565	RP11-351I21	Y	8	3	fin	WIBR	AC087203.12	117500	RP11
11693386	RP11-520F7	Y	8	0	zer	WIBR	AC087204.1	46831	RP11
11693387	RP11-531P22	Y	12	0	zer	WIBR	AC087205.1	51652	RP11
11693388	RP11-648J12	Y	8	0	zer	WIBR	AC087206.1	65681	RP11
24580472	RP11-677N16	Y	11	3	fin	WIBR	AC087207.11	136415	RP11
11693390	RP11-5O22	Y	11	0	zer	WIBR	AC087208.1	61362	RP11
19697478	RP11-31C7	Y	8	3	fin	WIBR	AC087209.7	144094	RP11
11693392	RP11-173I2	Y	17	0	zer	WIBR	AC087210.1	15387	RP11
11863033	RP11-323C17	Y	5	3	fin	SDSTDC	AC087219.1	61977	RP11
305643867	RP11-712I15	Y	8	2	act	WIBR	AC087221.3	171611	RP11
29540491	RP11-497H17	Y	17	3	fin	WIBR	AC087222.21	70000	RP11
11875305	RP11-782H1	Y	2	0	zer	WIBR	AC087223.1	8069	RP11
20377019	RP11-52C21	Y	18	3	fin	WIBR	AC087224.13	156222	RP11
28866980	115_M_6	A	X	3	fin	IMB	AC087225.2	103013	RP11
28866980	RP11-115M6	Y	X	3	fin	IMB	AC087225.2	103013	RP11
15808453	RP11-692M23	Y	12q	3	fin	BCM	AC087234.9	42140	RP11
13435198	RP11-153K16	Y	12	3	fin	BCM	AC087235.13	157610	RP11
15799525	RP11-127B1	Y	12	3	fin	BCM	AC087236.11	61010	RP11
13435199	RP11-405A12	Y	12	3	fin	BCM	AC087237.14	166380	RP11
14578081	RP11-174M10	Y	12	3	fin	BCM	AC087238.25	175998	RP11
14277199	RP11-707G18	Y	12	3	fin	BCM	AC087239.18	178006	RP11
13489131	RP11-752F20	Y	12	3	fin	BCM	AC087240.17	198068	RP11
15808459	RP11-268P4	Y	12	3	fin	BCM	AC087241.11	146000	RP11
24431573	RP11-361I14	Y	12	3	fin	BCM	AC087242.10	114097	RP11
12597727	RP11-549J13	Y	12	3	fin	BCM	AC087243.7	22050	RP11
13470125	RP11-444N1	Y	12	3	fin	BCM	AC087244.17	187111	RP11
21306565	RP11-208B19	Y	12	3	fin	BCM	AC087245.29	93342	RP11
15022653	RP11-359J14	Y	12	1	act	BCM	AC087246.16	155887	RP11
11908267	LA16-301F3	A	16q24.3	2	pre	CMGWCH	AC087250.1	39972	LA16c
11908267	LA16c-301F3	Y	16q24.3	2	pre	CMGWCH	AC087250.1	39972	LA16c
15825557	RP11-443N24	Y	12	3	fin	BCM	AC087256.9	149546	RP11
15808452	RP11-709A23	Y	12	3	fin	BCM	AC087257.13	170116	RP11
13489130	RP11-686N4	Y	12	3	fin	BCM	AC087258.14	127018	RP11
14277200	RP11-387J7	Y	12	3	fin	BCM	AC087259.18	130000	RP11
15277300	RP11-437F6	Y	12	3	fin	BCM	AC087260.15	174804	RP11
11990657	RP11-645P2	Y		0	zer	WIBR	AC087266.1	70434	RP11
11990658	RP11-27A6	Y		0	zer	WIBR	AC087267.1	45672	RP11
11990659	RP11-360A12	Y	4	0	zer	WIBR	AC087268.1	73594	RP11
21326260	RP11-211C9	Y	8	3	fin	WIBR	AC087269.5	187924	RP11
11990661	RP11-88J8	Y	8	0	zer	WIBR	AC087270.1	61028	RP11
11990662	RP11-115B10	Y	8	0	zer	WIBR	AC087271.1	61048	RP11
19745066	RP11-139G7	Y	8	3	fin	WIBR	AC087272.5	199946	RP11
23343877	RP11-156K13	Y	8	3	fin	WIBR	AC087273.5	160835	RP11
20377017	RP11-681J6	Y	8	3	fin	WIBR	AC087274.8	191786	RP11
11990666	RP11-430H10	Y	11	0	zer	WIBR	AC087275.1	67780	RP11
24431902	RP11-484D2	Y	11	3	fin	WIBR	AC087276.13	204109	RP11
20147901	RP11-514F3	Y	11	3	fin	WIBR	AC087277.11	196859	RP11
13324818	RP11-538D20	Y	11	1	dra	WIBR	AC087278.2	184158	RP11
20486424	RP11-559I10	Y	11	3	fin	WIBR	AC087279.10	184523	RP11
17223193	RP11-560B16	Y	11	3	fin	WIBR	AC087280.11	173611	RP11
11990672	RP11-586E3	Y	11	0	zer	WIBR	AC087281.1	44065	RP11
17047121	RP11-83B20	Y		0	zer	WIBR	AC087282.2	68840	RP11
21954026	RP11-597G23	Y	15	3	fin	WIBR	AC087283.10	207548	RP11
27261680	RP11-617F23	Y	15	3	fin	WIBR	AC087284.22	183773	RP11
11990676	RP11-618N24	Y	15	0	zer	WIBR	AC087285.1	30236	RP11
23396337	RP11-815J21	Y	15	3	fin	WIBR	AC087286.12	193549	RP11
11990678	RP11-202G12	Y	12	0	zer	WIBR	AC087287.1	53411	RP11
11990679	RP11-102J6	Y	17	0	zer	WIBR	AC087288.1	56301	RP11
23683057	RP11-552F3	Y	17	3	fin	WIBR	AC087289.9	203765	RP11
11990681	RP11-68K7	Y	17	0	zer	WIBR	AC087290.1	65034	RP11
11990682	RP11-444M8	Y	15	0	zer	WIBR	AC087291.1	69156	RP11
21699478	RP11-810M2	Y	17	3	fin	WIBR	AC087292.14	195144	RP11
17488662	RP11-657D12	Y	11	3	fin	WIBR	AC087293.5	154644	RP11
26801309	RP11-64J19	Y	17	3	fin	WIBR	AC087294.18	177017	RP11
17047128	RP11-86A5	Y	17	0	zer	WIBR	AC087295.2	68525	RP11
305643873	RP11-234P2	Y	17	1	act	WIBR	AC087296.5	158998	RP11
21622773	RP11-362P24	Y	17	3	fin	WIBR	AC087297.13	179026	RP11
20219131	RP11-403G3	Y	17	2	top	WIBR	AC087298.8	100836	RP11
11990690	RP11-407E4	Y	17	0	zer	WIBR	AC087299.1	63807	RP11
11990691	RP11-474K4	Y	17	0	zer	WIBR	AC087300.1	55877	RP11
22539185	RP11-661C3	Y	17	3	fin	WIBR	AC087301.8	229153	RP11
19849360	RP11-761L11	Y	17	3	fin	WIBR	AC087302.7	129564	RP11
11990694	RP11-772K16	Y	17	0	zer	WIBR	AC087303.1	48390	RP11
11990695	RP11-216E19	Y	18	0	zer	WIBR	AC087304.1	50411	RP11
22122958	RP11-238P13	Y	18	2	pre	WIBR	AC087305.2	157250	RP11
14190707	RP11-357F5	Y		1	top	WIBR	AC087306.2	185995	RP11
12331589	RP11-312N22	Y	RPCI-11	1	dra	WUGSC	AC087307.3	172073	RP11
13162370	CTC-300K6	Y	3	3	fin	BCM	AC087308.12	90601	CTC
24431576	RP11-545J16	Y	12	3	fin	BCM	AC087309.10	146677	RP11
15799528	RP11-681I19	Y	12	3	fin	BCM	AC087310.9	109567	RP11
15624852	RP11-267D19	Y	12	3	fin	BCM	AC087311.23	159688	RP11
12621323	RP11-615I16	Y	12	3	fin	BCM	AC087312.8	148543	RP11
20127367	RP11-514P21	Y	12	1	dra	BCM	AC087313.15	203003	RP11
25815269	RP11-328P13	Y	12	3	fin	BCM	AC087314.7	13001	RP11
14277202	RP11-626A3	Y	12	3	fin	BCM	AC087315.21	154443	RP11
15825559	RP11-527N5	Y	12	3	fin	BCM	AC087316.25	7000	RP11
14786803	RP11-161L1	Y	12	1	top	BCM	AC087317.13	156866	RP11
24431572	RP11-73M14	Y	12	3	fin	BCM	AC087318.33	104647	RP11
14786806	RP11-229F13	Y	12p	3	fin	BCM	AC087319.14	158004	RP11
13899372	RP11-818E15	Y	12	3	fin	BCM	AC087320.16	63090	RP11
13493063	RP11-606D9	Y	12	3	fin	BCM	AC087321.20	123010	RP11
21263159	RP11-444D3	Y	12	3	fin	BCM	AC087322.17	66001	RP11
17998705	RP11-73H6	Y	17	0	zer	WIBR	AC087334.3	60323	RP11
20143601	RP11-349C2	Y	8	0	zer	WIBR	AC087337.2	69215	RP11
11993984	RP11-437K17	Y	8	0	zer	WIBR	AC087338.1	44693	RP11
11993985	RP11-154G24	Y	8	0	zer	WIBR	AC087339.1	42310	RP11
11993986	RP11-108A15	Y	8	0	zer	WIBR	AC087340.1	36949	RP11
21903639	RP11-381I15	Y	8	3	fin	WIBR	AC087341.4	177835	RP11
23462911	RP11-540E4	Y	8	3	fin	WIBR	AC087342.6	151023	RP11
22381618	RP11-734J24	Y	8	3	fin	WIBR	AC087343.4	54346	RP11
19683144	RP11-37E7	Y	8	2	can	WIBR	AC087344.3	154469	RP11
12331576	RP11-155H18	Y	8	0	zer	WIBR	AC087345.2	69861	RP11
13123253	RP11-165A15	Y	8	1	pre	WIBR	AC087346.2	124885	RP11
22123498	RP11-279N16	Y	8	1	top	WIBR	AC087347.5	159202	RP11
22004213	RP11-333H13	Y	8	3	fin	WIBR	AC087348.6	173380	RP11
27531866	RP11-339A23	Y	8	3	fin	WIBR	AC087349.17	96337	RP11
22267854	RP11-367C15	Y	8	3	fin	WIBR	AC087350.3	193364	RP11
13518152	RP11-376A4	Y	8	2	top	WIBR	AC087351.2	173958	RP11
11993998	RP11-382E10	Y	8	0	zer	WIBR	AC087352.1	40574	RP11
11993999	RP11-395G23	Y	8	0	zer	WIBR	AC087353.1	26794	RP11
23462909	RP11-398H6	Y	8	3	fin	WIBR	AC087354.13	184610	RP11
305643868	RP11-413O21	Y	8	2	act	WIBR	AC087355.3	173979	RP11
11994002	RP11-418N21	Y	8	0	zer	WIBR	AC087356.1	44013	RP11
11994003	RP11-421C14	Y	8	0	zer	WIBR	AC087357.1	38586	RP11
22549878	RP11-442A17	Y	8	3	fin	WIBR	AC087358.9	183097	RP11
22024582	RP11-446H10	Y	8	3	fin	WIBR	AC087359.13	182167	RP11
28173239	RP11-447G11	Y	8	3	fin	WIBR	AC087360.6	96909	RP11
20976645	RP11-494N20	Y	8	3	fin	WIBR	AC087361.5	164536	RP11
24850535	RP11-513D5	Y	8	3	fin	WIBR	AC087362.13	142170	RP11
23592180	RP11-529P14	Y	8	3	fin	WIBR	AC087363.17	174028	RP11
11994010	RP11-555G21	Y	6	0	zer	WIBR	AC087364.1	36070	RP11
305643869	RP11-570A16	Y	17	1	act	WIBR	AC087365.4	78842	RP11
15706086	RP11-621J21	Y	8	3	fin	WIBR	AC087366.5	160454	RP11
17998713	RP11-680O8	Y	8	3	fin	WIBR	AC087367.3	133139	RP11
20043139	RP11-711G22	Y	8	3	fin	WIBR	AC087368.7	185315	RP11
19033593	RP11-728L1	Y	8	3	fin	WIBR	AC087369.5	193872	RP11
27658224	RP11-533K17	Y	8	3	fin	WIBR	AC087370.26	53432	RP11
14336475	RP11-156A14	Y	11	1	top	WIBR	AC087371.3	156096	RP11
13194970	RP11-35O4	Y	11	1	dra	WIBR	AC087372.2	164996	RP11
20270177	RP11-54J7	Y	11	3	fin	WIBR	AC087373.4	200604	RP11
11994020	RP11-70A24	Y	11	0	zer	WIBR	AC087374.1	47296	RP11
11994021	RP11-195I23	Y	11	0	zer	WIBR	AC087375.1	55943	RP11
22024583	RP11-230O19	Y	11	3	fin	WIBR	AC087376.5	164441	RP11
18702406	RP11-292L2	Y	11	3	fin	WIBR	AC087377.7	190650	RP11
21431149	RP11-375L11	Y	11	3	fin	WIBR	AC087378.6	166379	RP11
22830400	RP11-396O20	Y	11	3	fin	WIBR	AC087379.4	167699	RP11
19549312	RP11-454O22	Y	11	3	fin	WIBR	AC087380.3	200723	RP11
11994027	RP11-498A15	Y	11	0	zer	WIBR	AC087381.1	47317	RP11
20279494	RP11-653J6	Y	15	3	fin	WIBR	AC087382.11	227632	RP11
11994029	RP11-676D16	Y	15	0	zer	WIBR	AC087383.1	58009	RP11
28850170	RP11-689G24	Y	8	3	fin	WIBR	AC087384.13	110281	RP11
22002204	RP11-745A24	Y	15	3	fin	WIBR	AC087385.5	190890	RP11
24111062	RP11-173D3	Y	15	3	fin	WIBR	AC087386.7	155343	RP11
11994033	RP11-129G15	Y	17	0	zer	WIBR	AC087387.1	6542	RP11
23592178	RP11-199F11	Y	17	3	fin	WIBR	AC087388.9	121017	RP11
305643871	RP11-304I14	Y	17	1	act	WIBR	AC087389.3	192918	RP11
14971240	RP11-354A1	Y	17	1	top	WIBR	AC087390.4	201306	RP11
13549327	RP11-649A18	Y	17	1	pre	WIBR	AC087391.2	127211	RP11
24418207	RP11-676J12	Y	17	3	fin	WIBR	AC087392.10	196772	RP11
22263524	RP11-746M1	Y	17	3	fin	WIBR	AC087393.7	235968	RP11
11994040	RP11-420H21	Y	18	0	zer	WIBR	AC087394.1	55208	RP11
19848413	RP11-322K20	Y	18	3	fin	WIBR	AC087395.7	63288	RP11
11994042	RP11-52L14	Y	18	0	zer	WIBR	AC087396.1	36527	RP11
20486427	RP11-594P16	Y	18	3	fin	WIBR	AC087397.10	185912	RP11
11994044	RP11-328M2	Y	18	0	zer	WIBR	AC087398.1	31144	RP11
22758469	RP11-451L19	Y	18	3	fin	WIBR	AC087399.7	171320	RP11
11994046	RP11-677G5	Y	18	0	zer	WIBR	AC087400.1	38360	RP11
11994047	RP1-276E15	Y	11	0	zer	WIBR	AC087401.1	58641	RP1
11994047	RZPDB737G0811D	A	11	0	zer	WIBR	AC087401.1	58641	RP1
11994048	RP3-437I12	Y	15	0	zer	WIBR	AC087402.1	53242	RP3
11994049	RP3-441C21	Y	8	0	zer	WIBR	AC087403.1	41924	RP3
11994050	RP4-534P7	Y	1	0	zer	WIBR	AC087404.1	54526	RP4
11994051	RP4-592P18	Y	11	0	zer	WIBR	AC087405.1	54958	RP4
11994052	RP11-262A12	Y	12	0	zer	WIBR	AC087406.1	45408	RP11
15055230	CTC-269B10	Y	3	3	fin	BCM	AC087407.27	102326	CTC
12000275	Qc-18F9	Y	X	3	fin		AC087410.1	40438	Qc
12000275	Qc18F9	A	X	3	fin		AC087410.1	40438	Qc
18702444	RP11-680J17	Y	4	3	fin	WUGSC	AC087413.5	80701	RP11
14277317	RP11-726N17	Y	RPCI-11	1	dra	WUGSC	AC087414.4	11766	RP11
20335565	RP11-723F6	Y	10	1	dra	BCM	AC087418.6	168729	RP11
24080638	RP11-176P14	Y	3	3	dra	Beijing	AC087427.3	171965	RP11
24080639	RP11-18I13	Y	3	3	dra	Beijing	AC087428.3	149633	RP11
24080642	RP11-242C8	Y	3	3	dra	Beijing	AC087430.3	152289	RP11
24942874	RP11-775C23	Y	3	3	dra	Beijing	AC087431.3	196745	RP11
24080646	RP11-96G4	Y	3	3	dra	Beijing	AC087432.3	152430	RP11
13173612	RP11-101J17	Y	15	3	fin	UWMSC	AC087433.4	185145	RP11
13173612	RP11-501G11	Y	15	3	fin	UWMSC	AC087433.4	185145	RP11
19352307	RP11-79O20	Y	8	3	fin	WIBR	AC087435.5	158447	RP11
22024601	RP11-81A21	Y	8	3	fin	WIBR	AC087436.5	101196	RP11
13446279	RP11-909N17	Y	8	0	zer	WIBR	AC087437.2	63365	RP11
12039451	CTD-2007N19	Y	8	0	zer	WIBR	AC087438.1	61683	CTD
21431133	GS1-251I9	Y	8	3	fin	WIBR	AC087439.6	150235	GS1
13357319	RP11-425G13	Y	17	1	dra	WIBR	AC087440.2	217730	RP11
20279492	RP11-438N5	Y	11	3	fin	WIBR	AC087441.9	151606	RP11
23396338	RP11-495O11	Y	11	3	fin	WIBR	AC087442.13	200269	RP11
12039456	RP11-496C3	Y	11	0	zer	WIBR	AC087443.1	65181	RP11
12039457	RP11-541L6	Y	11	0	zer	WIBR	AC087444.1	65808	RP11
12039458	RP11-588M21	Y	11	0	zer	WIBR	AC087445.1	69023	RP11
23462905	RP11-651M4	Y	11	3	fin	WIBR	AC087446.13	167865	RP11
21886886	RP11-655D7	Y	11	3	fin	WIBR	AC087447.5	113695	RP11
13487981	RP11-658K18	Y	11	0	zer	WIBR	AC087448.2	50675	RP11
13487982	RP11-685M7	Y	11	0	zer	WIBR	AC087449.3	72308	RP11
12039463	RP11-739I5	Y	11	0	zer	WIBR	AC087450.1	68206	RP11
14595836	RP11-810P12	Y	11	1	top	WIBR	AC087451.2	163915	RP11
12039465	RP11-8P10	Y	11	0	zer	WIBR	AC087452.1	65612	RP11
12039466	RP11-21B12	Y	11	0	zer	WIBR	AC087453.1	69565	RP11
12039467	RP11-43N16	Y	11	0	zer	WIBR	AC087454.1	66256	RP11
22657582	RP11-143J24	Y		3	fin	WIBR	AC087455.7	185644	RP11
17432845	RP11-26A13	Y	15	3	fin	WIBR	AC087456.3	170945	RP11
17155075	RP11-814P5	Y	15	3	fin	WIBR	AC087457.5	141899	RP11
12039471	RP11-19E5	Y	15	0	zer	WIBR	AC087458.1	72519	RP11
28144440	RP11-20J9	Y	15	1	top	WIBR	AC087459.4	96245	RP11
13273386	RP11-35K2	Y	15	1	pre	WIBR	AC087460.2	145631	RP11
12039474	RP11-46J21	Y	15	0	zer	WIBR	AC087461.1	65821	RP11
18874963	RP11-59H7	Y	15	1	can	WIBR	AC087462.3	173691	RP11
18677473	RP11-682C24	Y	15	3	fin	WIBR	AC087463.5	196918	RP11
18677474	RP11-84B6	Y	15	1	can	WIBR	AC087464.3	84678	RP11
20279493	RP11-94P14	Y	15	3	fin	WIBR	AC087465.5	163320	RP11
18874964	RP11-97H17	Y	15	3	fin	WIBR	AC087466.5	64810	RP11
12039480	RP11-164K24	Y	15	0	zer	WIBR	AC087467.1	57103	RP11
22038624	RP11-255M6	Y	15	3	fin	WIBR	AC087468.11	168693	RP11
12039482	RP11-265G2	Y	15	0	zer	WIBR	AC087469.1	63704	RP11
12039483	RP11-291C5	Y	15	0	zer	WIBR	AC087470.1	66128	RP11
13470196	RP11-316E22	Y	15	0	zer	WIBR	AC087471.2	43939	RP11
12039485	RP11-345N23	Y	15	0	zer	WIBR	AC087472.1	60834	RP11
20486425	RP11-346D14	Y	15	3	fin	WIBR	AC087473.5	119456	RP11
17064697	RP11-350A1	Y	15	3	fin	WIBR	AC087474.9	185221	RP11
12039488	RP11-358L18	Y	15	0	zer	WIBR	AC087475.1	62747	RP11
13489193	RP11-440K24	Y	15	0	zer	WIBR	AC087476.2	55801	RP11
21844630	RP11-522B15	Y	15	3	fin	WIBR	AC087477.8	191434	RP11
305643870	RP11-528N4	Y	15	1	act	WIBR	AC087478.4	195688	RP11
13470197	RP11-535P8	Y	15	0	zer	WIBR	AC087479.2	61515	RP11
12039493	RP11-536F18	Y	15	0	zer	WIBR	AC087480.1	60136	RP11
21553256	RP11-540B6	Y	15	3	fin	WIBR	AC087481.9	179400	RP11
22597628	RP11-540N15	Y	15	3	fin	WIBR	AC087482.9	194546	RP11
14192959	RP11-546I14	Y	15	1	top	WIBR	AC087483.3	203950	RP11
22123297	RP11-568G20	Y	15	2	top	WIBR	AC087484.2	193411	RP11
21166224	RP11-570N16	Y	15	3	fin	WIBR	AC087485.6	169771	RP11
13273388	RP11-580I7	Y	15	1	dra	WIBR	AC087486.2	147233	RP11
22213290	RP11-698F12	Y	15	3	fin	WIBR	AC087487.14	180232	RP11
13446297	RP11-747O24	Y	15	1	dra	WIBR	AC087488.2	205987	RP11
12039502	RP11-756K9	Y	15	0	zer	WIBR	AC087489.1	65044	RP11
21622770	RP11-810H22	Y	15	3	fin	WIBR	AC087490.6	183342	RP11
21427799	RP11-62N23	Y	17	3	fin	WIBR	AC087491.5	157216	RP11
12039505	RP11-53B5	Y	17	0	zer	WIBR	AC087492.1	61010	RP11
19551146	RP11-253N19	Y	17	3	fin	WIBR	AC087493.4	69028	RP11
12039507	RP11-287B22	Y	15	0	zer	WIBR	AC087494.1	59163	RP11
13443170	RP11-296K10	Y	17	0	zer	WIBR	AC087495.3	58454	RP11
19774536	RP11-213B3	Y	17	3	fin	WIBR	AC087496.8	89631	RP11
12039511	RP11-681K10	Y	17	0	zer	WIBR	AC087497.1	72417	RP11
22004214	RP11-64J4	Y	17	3	fin	WIBR	AC087498.8	153482	RP11
22795425	RP11-218E15	Y	17	3	fin	WIBR	AC087499.12	195591	RP11
22539187	RP11-333E1	Y	17	3	fin	WIBR	AC087500.16	170770	RP11
27734039	RP11-565F19	Y	17	3	fin	WIBR	AC087501.16	192197	RP11
13470203	RP11-502P14	Y	18	0	zer	WIBR	AC087502.2	49910	RP11
14595845	RP11-949J7	Y	3	1	top	WIBR	AC087503.2	186925	RP11
12039518	RP4-535H23	Y	11	0	zer	WIBR	AC087504.1	58076	RP4
14626336	RP11-676P16	Y	11	1	top	WIBR	AC087505.4	165434	RP11
17975291	RP11-726O24	Y	18	3	fin	WIBR	AC087506.7	169753	RP11
21281554	RP11-748I20	Y	18	3	fin	WIBR	AC087507.7	129457	RP11
22123592	RP11-749H8	Y	18	2	top	WIBR	AC087508.2	168756	RP11
12039523	RP11-460M1	Y	17	0	zer	WIBR	AC087509.1	57573	RP11
24462421	RP11-104I20	Y	17	3	fin	WIBR	AC087510.7	77732	RP11
12043593	RP11-367O8	Y	4	0	zer	WIBR	AC087515.1	70589	RP11
21700602	RP11-475A13	Y	15	3	fin	WIBR	AC087516.12	187299	RP11
12043595	RP11-1J18	Y	22	0	zer	WIBR	AC087517.1	62712	RP11
22038622	RP11-359E19	Y		3	fin	WIBR	AC087518.5	168531	RP11
12043597	RP11-136M22	Y	8	0	zer	WIBR	AC087519.1	67407	RP11
12043598	RP11-762O2	Y	8	0	zer	WIBR	AC087520.1	56829	RP11
22417440	RP11-613D13	Y	11	3	fin	WIBR	AC087521.10	188967	RP11
14210552	RP11-567H10	Y	11	1	top	WIBR	AC087522.5	179752	RP11
12043602	RP11-361D15	Y	15	0	zer	WIBR	AC087523.1	67246	RP11
13487987	RP11-154H1	Y	15	0	zer	WIBR	AC087524.2	36021	RP11
20564446	RP11-321G12	Y	15	3	fin	WIBR	AC087525.6	157590	RP11
19683167	RP11-322N14	Y	15	0	zer	WIBR	AC087526.3	43168	RP11
13940667	RP11-451I17	Y	15	1	top	WIBR	AC087527.2	196170	RP11
29336265	RP11-497M17	Y	15	3	fin	WIBR	AC087528.15	142965	RP11
305643872	RP11-51J19	Y	17	1	act	WIBR	AC087529.2	182788	RP11
22004216	RP11-313F15	Y	17	3	fin	WIBR	AC087530.8	170507	RP11
13431031	RP5-1135K18	Y	11	0	zer	WIBR	AC087531.3	40396	RP5
13273409	RP11-88N8	Y	8	1	top	WIBR	AC087532.2	148266	RP11
19551147	RP11-89A4	Y		3	fin	WIBR	AC087533.7	154179	RP11
18250025	RP11-716B20	Y	18	3	fin	WIBR	AC087534.8	176966	RP11
13123259	RP11-869L2	Y	18	1	dra	WIBR	AC087535.2	196869	RP11
12043615	RP11-295H24	Y	15	0	zer	WIBR	AC087536.1	61289	RP11
13958478	RP11-296A16	Y	15	1	top	WIBR	AC087537.3	171555	RP11
13431028	RP11-266J19	Y	9	0	zer	WIBR	AC087538.2	52838	RP11
14589671	RP11-95C23	Y	7	3	fin	WUGSC	AC087539.5	38147	RP11
12061429	RP11-358F6	Y	16	1	dra	JGI	AC087563.1	298166	RP11
28933558	RP11-437L7	Y	16	3	fin	JGI	AC087564.6	157233	RP11
29294026	RP11-53L24	Y	16	3	fin	JGI	AC087565.5	192937	RP11
12061442	RP11-102B16	Y	8	0	zer	WIBR	AC087570.1	49260	RP11
22123232	RP11-201L14	Y		2	top	WIBR	AC087571.2	160087	RP11
12061446	RP11-186D7	Y	4	0	zer	WIBR	AC087572.1	57858	RP11
12061448	RP11-79J19	Y	8	0	zer	WIBR	AC087573.1	72322	RP11
12061449	RP11-558B2	Y	8	0	zer	WIBR	AC087574.1	4039	RP11
24942955	RP11-305L6	Y	17	3	fin	WIBR	AC087575.11	198756	RP11
12061451	RP11-398A7	Y	17	0	zer	WIBR	AC087576.1	69888	RP11
13443171	R-1035P1	A	4	0	zer	WIBR	AC087577.2	73776	RP11
13443171	RP11-1035P1	Y	4	0	zer	WIBR	AC087577.2	73776	RP11
13184093	RP11-116P9	Y	11	0	zer	WIBR	AC087578.2	66331	RP11
28394425	RP11-429B7	Y	8	3	fin	WIBR	AC087579.17	122553	RP11
12061455	RP11-4F5	Y	15	0	zer	WIBR	AC087580.1	62124	RP11
13958471	RP11-275E24	Y	8	1	top	WIBR	AC087581.3	139015	RP11
12061457	RP11-23P13	Y	15	0	zer	WIBR	AC087582.1	58152	RP11
12061458	RP11-151N17	Y	15	0	zer	WIBR	AC087583.1	73303	RP11
13184101	RP11-294O11	Y	15	0	zer	WIBR	AC087584.2	60422	RP11
20335825	RP11-802N11	Y	12	1	dra	BCM	AC087585.10	165475	RP11
21431023	RP11-544L1	Y	12	1	dra	BCM	AC087586.12	110828	RP11
19774289	CTC-465D4	Y	12	3	fin	BCM	AC087587.14	198842	CTC
15808461	RP11-8P13	Y	12	3	fin	BCM	AC087588.10	146167	RP11
24270662	RP11-1102N22	Y	3	3	fin	Beijing	AC087589.3	181736	RP11
24796730	RP11-321I9	Y	3	3	fin	Beijing	AC087590.2	188132	RP11
24796758	RP11-95M5	Y	3	3	fin	Beijing	AC087591.2	161014	RP11
12084058	RP11-159D5	Y	4	0	zer	WIBR	AC087592.1	56563	RP11
21389289	RP11-247E14	Y	15	3	fin	WIBR	AC087593.6	124394	RP11
12084088	CTD-2119F3	Y	2	1	top	WUGSC	AC087594.1	62999	CTD
13876466	RP11-495C23	Y	12q	3	fin	BCM	AC087600.21	185454	RP11
12229302	RP11-163G23	Y	4	1	dra	WIBR	AC087607.1	171805	RP11
12229311	RP11-65L9	Y	18	1	dra	WIBR	AC087608.1	153202	RP11
12229313	RP11-57M20	Y	11	1	pre	WIBR	AC087609.1	171411	RP11
17223176	RP11-159O6	Y	8	0	zer	WIBR	AC087610.2	45695	RP11
19852128	RP11-95G22	Y		3	fin	WIBR	AC087611.11	104869	RP11
28201747	RP11-69G7	Y	15	3	fin	WIBR	AC087612.6	145405	RP11
22123254	RP11-349C8	Y	11	1	top	WIBR	AC087613.5	178728	RP11
12229323	RP11-412C22	Y	18	0	zer	WIBR	AC087614.1	70590	RP11
12229326	RP11-147G13	Y	4	0	zer	WIBR	AC087615.1	56975	RP11
17223183	RP11-258C7	Y	11	3	fin	WIBR	AC087616.3	177939	RP11
17047090	RP11-455E19	Y	11	0	zer	WIBR	AC087617.3	59270	RP11
13940658	RP11-630D2	Y	8	1	top	WIBR	AC087618.3	145542	RP11
22123431	RP11-89O4	Y	8	1	top	WIBR	AC087619.4	170924	RP11
19339076	RP11-35G22	Y	8	3	fin	WIBR	AC087620.6	154034	RP11
12229396	RP11-300E4	Y	8	0	zer	WIBR	AC087621.1	63739	RP11
12229397	RP11-312J14	Y	8	0	zer	WIBR	AC087622.1	63690	RP11
27261683	RP11-350N15	Y	8	3	fin	WIBR	AC087623.21	162835	RP11
22123278	RP11-465K4	Y	8	1	pre	WIBR	AC087624.3	206596	RP11
28927887	RP11-525O22	Y	8	3	fin	WIBR	AC087625.12	166763	RP11
13431019	RP11-545M12	Y	8	0	zer	WIBR	AC087626.3	66671	RP11
21930250	RP11-641K18	Y	8	3	fin	WIBR	AC087627.10	170211	RP11
12229403	RP11-424G4	Y	11	0	zer	WIBR	AC087628.1	73145	RP11
12229404	RP11-722K13	Y	11	0	zer	WIBR	AC087629.1	56781	RP11
